review_id;user_id;business_id;stars;useful;funny;cool;text;date
tFoxSbKI_ID6JEVeYZS-YQ;KflsiCnc5EQhVriasxo8wg;QrTymDJEN4NzLaXnSJXizA;1;0;0;0;The actual worst company I've ever dealt with. They took 7 months to pay out a tree falling through our house and then I can't get a simple response on a claim for water damage that has destroyed 3 rooms in our home. They are unresponsive, unprofessional, impossible to get a hold of and rude.;28/05/2021 20:42
fzroysv_GG7VSSSpURW8uw;ikUPkN3uarL3rMoxK5HumA;vwmRFrrYIED74YxbjDFg7Q;5;1;0;0;Paul and Phil gave me a good deal on my car. Good dealership. Would recommend to a friend.;02/12/2017 19:30
omLksSCXwr-bMYwvt18ywg;t-66V7L-S3Yp9GWB7V81Iw;DHzvDHtS0nmvJCt5qpag2g;3;3;0;0;"I was a customer of Rizzo's and any comparison isn't really fair. Trevi's menu and food quality is a big step above your average pizza / spaghetti place. I have been to Trevi many times and I think they achieve what they are trying to accomplish. Slightly fancier Italian fare with some standard favorites. I only have 1 complaint and unless you go here often, you probably won't notice.. The MUSIC. They have been playing the same Frank Sinatra ""Duets"" albums (the worst records ever released by the arguably greatest pop singer of all time) since they opened, on some kind of torturous loop. They also play the overly cliche' Italian / American novelty songs by Louis Prima and Lou Monte etc. Also on a loop. Be prepared to hear the same songs at least twice every hour you are there. I honestly don't know how the employees can stand hearing the same music looped day in and day out. I would honestly give them an extra star if not for the horrendous, repeated music. Clemenza said ""Leave the gun. Take the cannoli"" I say ""Enjoy the food.  Ignore the music"" If you can...";05/01/2015 01:45
OQr0hxwR3L39ZSkcqyfvYg;8L9oiV_vfDWI2y71EnbbbQ;LHfckMyH7hyS7l401mM4Lg;1;12;2;0;"Extremely concerned customer here.  For starters we originally put a $1000 down payment to reserve our model 3 back in April 2016.  Finally we were allowed to order the model 3 in August 2018 and they required an additional $2500 deposit, something we were not informed of.  We later learned that because we moved states that we would not be able to acquire Tesla financing and would have to go through other lenders which took some hoops but finally we got it done through USAA.  Because we couldn't get the invoice and get the taxes/registration calculation, we just took a loan out for $55,000 from USAA for the car.  The car ended up being $53,000 when we took delivery in early November 2018.  Customer service could not give us our difference in payment or refund our deposits.  We were informed it would take up to 6 weeks to get a refund and also we also to get the free supercharging for 6 months.  It's now almost 3 months later and we haven't gotten anything.  We've called Tesla of Devon multiple times who have given us a toll free number in California where there is not an option to get to a live person or the department you need, you wait on hold for hours and end up getting disconnected and our issue is still not resolved.

Finally I had it and asked to speak to the manager after Elliot notated my account.  I was then put in contact with the manager named Brian who has been helpful but is limited in what he can do because apparently all responsibility remains on Tesla HQ in California.  Ridiculous doesn't even begin to describe.  When we spoke he told me that HQ and the case manager (who I still can't get a name, number or email for) only had a record of us putting the $1000 in April 2016 and the overpayment when we picked up the vehicle in November 2018 and that we would only be getting a check for $2700 on January 16th unless WE PROVED THAT WE PAID THEM!!!  I gave them their TESLA  invoice number and was told that we had to get a copy of our credit card statement proving that we were charged the $2500 and that it could even then take further time to resolve us getting paid.  Here's an excerpt of his email:

""Hello again Kim, 

The issue of your $2500 not showing can only be some sort of computer error/glitch, or a matter of the payment never processing. Personally, I think it's an error. I agree that it's frustrating, but right now we can only deal with what facts we have, which is why I'm trying my best to get all the information that we can that proves that you paid the $2500 so that your refund can be processed without delay on the 16th. 

Regarding why you were never told about the issue, I wish I could answer that. When we submit refund cases here at Devon, that's usually the end of our involvement as all refunds are processed and paid by California. Now give that refunds usually take 2-3 months, I can only assume that someone from California would have contacted you soon, had you not contacted us first. But of course, after the fact I can't say anything more than my assumption. 

Again, I know this is frustrating, and I'm sorry to ask you to gather information like your credit card statement as proof, but right now that's the quickest option to try to ensure that you are refunded in full ASAP. I apologize for any inconvenience, we may never fully know why the payment isn't showing now unless California contacts you to explain when they know, but we can certainly do our best to correct it in the mean time at least.

I know it's not the answer you were hoping for.""

Our credit card company only keeps 4 months of statements and could not fax us a copy so we had to order one and wait for it to come in the mail to send to Brian. We did on January 12th and this was the reply I got.

""Hello Kim, 

I have contacted the case owner who was working on your refund via our company software and uploaded this credit card statement to the case. They should reach out to you directly regarding this, if not, hopefully to me and we can let you know when it is sorted. 

-Brian""

What hurts more is our family is one of the 800,000+ families currently affected by the government shutdown and for us to not get over $5000+ back on a refund and for Tesla to keep some of our monies essentially for years without interest, apology or any type of expedited remediation is just plain wrong.  

We even purchased $26,000 solar from this company and still no genuine assistance except hearing the California HQ blame game.  We remember purchasing a Toyota in California and getting a refund check 3 days later.  On top of this our car registration and taxes were due on January 8th and our refund check still hasn't come yet and we still have absolutely no idea of when it's coming and the company that messed up hasn't said, ""We're sorry"" or ""Let's give you something to make this right.""  How can the #1 car seller not get their act together or put their customers first?  Shame on you Tesla.";15/01/2019 14:23
c-RhgbNZ1Gwse4CHsYmjUw;8s4ldUekv_9Kn6zFbJvPeA;45Ut-AN8h3c88-pYTrGBnA;5;0;0;0;good food every time, been going to this place for over a year and still quality every time. workers are super nice and helpful, will definitely continue to go back;03/06/2021 22:37
NmgelK045nzdNbgkrfJfVw;4Dg8tpKaLawS4id2SQ2Afg;cdoWqdOxg8YIAlLL6Ab8_Q;5;1;2;1;I had a very enjoyable meal here and will definitely be back for more. The main line is a restaurant desert so this place is definitely a much needed oasis for a thirsty local. The service was great, the place was clean, the food was excellent. We are still in a pandemic, so I appreciate all the safety measures and understand that staffing is difficult at this time... I appreciate the hard work!;29/05/2021 22:45
AJei-jQYD_HMxk5MDqJufA;EoV6VQe2kWUuXyhwDA8yMA;hVmjAiCe4r2TVDqm66tfTg;1;6;0;1;I called into Indiana Lighting Center to see if they had lamp shades available and she said they did. I drove in there thinking this was going to be the perfect place. As I walked in no one greeted me or said hello. As I was wondering through out the store looking for the lamp shades, I finally found them by myself after 10 minutes or wondering around, and no one seeing if I needed any help. Multiple employees walked right past me and said nothing. I am in customer service and sales and I would never walk back into the building. I did not purchase anything because of the lack of customer service.;09/03/2018 15:16
md71fXNsm3GxP6gjc4WL4A;qupT0N0rfViLBiFhqIST3A;LF8AY2hrISeZ-YWxgu1fAg;5;0;0;0;I love Truland Burgers & Greens. The mood is really fun and the team is fantastic. The menu is really great, many great choices, I had to go with Strawberry Fields Salad, and it was wonderful. Workers are extremely friendly and service is very swift. I will definitely crave Truland Burgers & Greens.;01/01/2021 10:56
mF3-oIR0P_lDk6PdQeh9cg;2BF4lGCkWZM3DUk-U5mBFg;UxrzmxM9oYq4W2xbNttq1Q;5;1;0;0;For quite some time I was on the look out for a good banh mi, and my Vietnamese friend recommended this place. And it has become my go to place for banh mi's! I tried the grilled pork banh mi and lychee lemonade. Wow!! I don't like overhyping places but this place is bomb.;06/06/2021 23:32
tSJJoPEBa0FMLb0JY84oZQ;jcURiDqCLY7AOqo8KClJnQ;LJwbztdjO9dx9ZTGQqkQVg;5;1;0;1;"Being in a new city and in a rental.. I was very frustrated during this trip due to getting things ready for my cousin's wedding. So I ended up locking myself out of the rental car. I saw Royal Locksmith on Yelp and realized it's only a mile done from where the rental was located. They arrived in 15mins. Communicating with me the whole time. Took them less than 10 seconds to pop the car open and done. 

We were on our way within 30mins. I wish i would've calling them earlier. I wasted 20 mins arguing with Dollar Car Rental trying to get someone to come out. Upset that they will take 60 mins and it's not even guaranteed. 

So lucky to have Royal to responded ASAP. And rescue us within 15 mins from freezing.";15/02/2020 21:17
Izk0BgfEagDeDwWtBt0Mfg;m5_xc0Y0MKFHAvL5an-SRw;BIab0FUvD60EipApxzs4RQ;5;0;0;0;"Everyone at Dioji is so kind, and I'm amazed every time how they all know my dog by name. He can be very nervous around new people and everyone at Dioji is so gentle with him. I love the ""Report cards"" that they send; it is so reassuring to see the pictures of my boy having fun and in good care! I feel very confident leaving Samuel at Dioji and I appreciate the calm, clean, and always inviting environment there.";13/01/2021 22:36
fBh6sjR4Rk3PA7zUFF9glw;vv7o0oMk6JVHmR7ezLDhbw;U3grYFIeu6RgAAQgdriHww;5;0;0;0;Best fish and chips by far! The fish is light and flaky and not greasy and the cole slaw that comes with it is a nice counter balance with good flavor. Add a chowder so you can dip your fries and have yourself some chowder fries. Yum!;10/06/2021 06:20
J85mjn49ATegJOXRf4DG9w;LVMav0Ce2cOv6-OXmk0Myw;e1S4RgmEpIJ2iONMV4oxeQ;2;2;1;0;I've officially given up on this Outback. I ordered the 8oz filet and the cut was absolutely hideous. If I'm going to pay $23.99 for a meal, I expect a decent cut of filet as advertised in all photos. I server did her best to have the kitchen make me another but they gave me back the same steak. I'm assuming the cook was being funny but I'm not laughing. Meal went in the trash. 2 hours of my life wasted but that's okay. I learned not to go to this establishment anymore in the process.;23/02/2021 14:05
kMoB6f9wpV2WobN1gCVS-Q;CiEwhUPn_xce7DR_VgBFkQ;mXU5ld_HH9UUM4-jpwB0AQ;5;1;0;0;Went to Don's for the first time. Usually get ribeye steak only. They were out so I got a new York strip. WOW!! Unbelievably good. Tender, juicy and great flavor. Will definitely be back real soon.;14/06/2021 15:52
FTXifXxrWIc746xE9pgbBg;PFxsk8gAgCjg_VYqRd3_8w;mEwfB8u-96p2lviZtTafpQ;5;3;0;2;"This would be my go-to breakfast joint if I lived here! I'd already been to the Wild Eggs in Louisville during a recent road trip. Imagine my shock of good fortune to happen upon this location during that very same road trip! A visit thus was a no-brainer.

Interior is bright, modern, and cheery. Service was friendly and attentive. I even got my own carafe of coffee at my table. (Me: Need a warm up on your coffee, honey? Also me: Why yes!) And I'm a self-professed pancake junkie. I'm always on the hunt for a place that adds pancakes (toast is overrated!--lol) to an entree with eggs, bacon, and potatoes. Wild Eggs was there for me. Cakes were malty and fluffy. Everything tasted like grandma had folded together the raw ingredients only five minutes prior. 

Prices are higher than your local greasy spoon diner, but this isn't a greasy spoon. There's more overhead here, sure, but the ambience and cheery setting gave exactly the laid back late-morning breakfast I craved. Wild Eggs has a new fan in me! :-D";14/06/2021 14:09
H7a7I6qllMf5otMGM-e1jg;8lt--EV2mKGFQpcT7Xvkdg;5FizM3KRCXXVQ-4_mdOcuA;1;4;0;0;This company came and did my driveway in Upper Chichester  PA. The driveway is falling apart and I have tried to contact the company back to let them know but he does not respond or he says he is coming and doesn't show up. I would like to know how he can do business in the Township. He was paid to also do the wall at my neighbor's home and this was never done and once again, he was paid for work not completed. Someone needs to investigate his business practices.;27/07/2016 16:15
focIGF3gG4FpiUtc7YsGDg;XUZLQj9wMNXywdACZbTRRw;qrVE8dMLqp1dyeTXOZyl2Q;3;0;0;0;I don't know if they have new cooks, but my parents would order from here and they really enjoyed it, so we decided to order a delivery order. The food was not impressive. Needless to say won't order them anymore.;19/06/2021 19:56
Pu21UKhEumIUGMKDPp6c4Q;yaPtqlclr-iTIU2tKVCSMA;4e9tguRcMc4S5hzBlfC62A;4;1;0;2;Good spot that is close to us. Really solid seafood. The mussels were great when we got them as an app. The beer selection is solid. I enjoy here as a happy hour spot but the food is very good as well.;28/11/2020 16:52
t5xxbiHLT94uwMCBrg1YUQ;kns3mZ_5JB6Qgof4ke-MUA;UOu_ayu8ENg_pSsmkoXpiQ;5;0;0;0;My crawl space had 1 1/2 inches of standing water. Johnson Plumbing (Mike and Johnny) came over and gave me an estimate the day I submitted my job request on Home Advisor. From the 3 estimates I received Johnson plumbing estimate was a fair and reasonable price. What made this company stand out was there knowledge and experience. After speaking with Mike and Johnny I felt I could really trust this company to do a good job. I was right this company did a fantastic job and there costumer service was outstanding. I know I made the right decision in hiring Johnson's Plumbing. I am very pleased with there work. They will be my go to company for all my plumbing needs but hopefully I won't having any for awhile. At least I now know who to call when a problem arises. I am so happy I hired Johnson Plumbing.;24/03/2017 15:17
5rqgellAku2ehmOPcfFvKQ;VRyA35i6h-WbTm7DUFdp4w;NhZ8lnDbq6cJYJJ0wwfv-g;5;1;0;1;First of all, 5 stars just for the vibes inside and cutest wall decor ever. Where can I get one of these for my room?! As for the food, I got the Pitaya bowl which was so good and a S'mores latte which blew my mind. It was so good I am going to make the 20 min drive just to get this coffee again. I wish I could drink that latte every morning of my life.;09/11/2020 00:31
0StGMSbpPBHACAl2N4XhCA;EqhmS0KgzhSnnkVLplldIw;cd-rz-piYMftZtbFU82x8g;5;0;0;0;Love this place. With the great selection of brews, the delicious pomme frites, the awesome sandwiches, and the tasty weekend specials I always enjoy my visits.;19/06/2021 00:30
dAzwPzeWoVBL9xOYo-oiWQ;VzCLzc87mwcCMH1Dw61Rsw;1ELQjj8JfYZQF2Z4fu5Jvw;1;0;0;0;Update of review: 3 years later the store has not taken ANY action to correct this situation. No refund, probably no staff training, etc. Save your money and don't come here unless you want to risk your pet's life.;24/06/2021 15:03
O5JmEydjDgj0aglEnuXrfg;7ZiJJf1RvgSPqXRh3LsLOg;K32lFP81a8WPd6-ANgkSQA;1;0;0;0;"Staff is unaccommodating. Asking the staff to reach out to a hire up and they just say ""umm.""";24/06/2021 20:46
MVda11nfnsmIBlo1iPFsUQ;Mj2t99eE92BL5AZUHwbNGA;9G3YciHeZYY6qfVGHBCHJQ;4;3;1;1;"The newest DT location conveniently located on 611 in Abington. 

It's a decent size inside and gets great sunlight. 

The menu is the same as other locations - lots of options - tacos, bowls, burritos, quesadillas etc. 

It's a decently healthy, quick eat in or takeout food option and the staff are friendly and helpful. I will be back and likely a regular!";05/04/2021 21:34
B2XDLVG88B780bktVDnxhQ;gOLv6nEbP3Qr7Fjyj_dg_g;4s7cFr4U7J7eYnwa3Suzfw;5;0;0;0;Wow!!!!!!!! This place is exceptionally delicious!! I came here around 2 PM and was greeted by the daughter of the owner. She was so sweet and kind! We got some screwdrivers and guacamole with chips to start off. Love! Then we got the quesebirria tacos... holy moly! Delicious. My daughter got the sopita de fideo and it was so yummy. Reminded me of my grandmas. 10/10 for this place! One little thing that could've been better was the drinks. Needed a little more vodka. Other than that the food was bomb!;25/06/2021 22:51
Nt1Nw20NTLDI8L2T_Trziw;0VsEsU9Nlm-K2CRjPGbbAw;0cZA1a7-uF9ikgFadS7-3A;3;1;0;0;Friendly team. Knowledgeable. Expensive. I am left feeling like I got ripped off as I had an inspection with a flashlight and an explanation that I had a clean chimney. There is a layer of dust on walls of chimney and a strong creosote smell after use. Total visit = 5 mins in house for $180. On reflection, I should have stood firm and gotten it cleaned and I would have felt more value.;22/12/2020 03:01
n4l0wm9ZC7DmaSjlPtVdmQ;il2HmIzI2zWDnu_eHcOwlg;zobY3ws9R2pgbcP0gOImcg;2;0;0;0;I've been here a few times, and I really like the food. Unfortunately the restaurant just isn't reliable these days. The past two weekends in a row we've tried to come here only to find they're closed...this time for several days in a row. I guess we will have to find another Sunday breakfast place!;27/06/2021 15:41
j7kLGbJXACRnD-TeVKng3Q;NIrFlvoGXFjPIttBMT26-Q;465bLtUgHq0mgLCleSTLDQ;2;2;0;0;"Went there this evening to get a to-go order for my boyfriend. Long story short, I ordered shrimp Alfredo with extra shrimp. Thank God I checked my to-go order, because what the waitress brought me was shrimp scampi. Two or three times she apologized to me saying it was her fault, it was her fault, it was her fault. Of course I accepted her apology but told her that I wasn't going to pay $27 for an order that my boyfriend would not eat. At that point the kitchen had closed. Her attitude immediately changed, and she said to me two or three times, "" okay I'll just have to pay it instead"".  Her friendly demeanor had changed, and she just kept repeating to me that she would just pay it instead, I guess to make me feel guilty. I still tipped her, but although I have been coming to the Casual clam for probably 15 years, and have been bringing out of town guests here also, I do believe in the future I am going to rethink visiting here. Her mistake in putting in the order should not have been blamed on me. I ended up having to go somewhere else, Outback, as most restaurants in the area had closed at 9 p.m.. I am just aggravated that the blame was put on me, and I still had to go somewhere else to pick up dinner.";31/03/2021 02:50
G_P-tn87mc_DAelvvVJXFw;efxC9skj5aGLRM5TTf0gmw;ArZHhE6Pmo49bJsB_a4n4A;4;3;1;3;This place is a little further out of downtown Nashville, but overall we had a great stay. The pool area looked pretty. The rooms were clean and stocked with travel size Bath and Body Works products. They offer complimentary breakfast which I took advantage of one day of our trip. Meat, eggs, potatoes, biscuits, gravy, cereal, yogurt, donuts....they had it all so you will find something you like! The staff was very friendly, and I would stay here again.;21/05/2021 17:58
Vb9kzT-gtnwCPVfcDVSLKQ;DdjIB3wNO19OtJhwdQY3fA;dKPXqfCJxsZHSRj1tbdhVg;4;1;1;1;I have been here before as a bar late night spot, but first time for brunch today. I much so prefer this place for brunch. It was a little slow to get the food, but it was worth the wait. The food was incredible. Bottomless mimosas for $20. I like that they give you the bottle and the juice in a separate glass so you can mix then how you'd like. They also had live music during brunch. Would definitely go back. I just wish they had more outside seating.;27/06/2021 00:12
bKG0ptjjWuh9rJMqhoj84w;#NOME?;Bii6sQO2QNinBq9vdakNBg;1;3;1;0;I've been coming to this restaurant for every special occasion my wife and I have celebrated for four years. We have never once had a negative experience until today. For the first time ever the meat was horrible. The gauchos didn't know how to cut the meat, the meat was tough and chewy, the service was abominable. We complained three times about the meat, and three times we were told that the manager was coming. The manager didn't come. We asked for the check but refused to pay for food we didn't eat. A manager finally came, offered empty apologies, and said he would like to see us back. Then proceeded to bring is a check for $75 because my wife and I had a salad and soup from the salad bar. When I refused to pay $75 he picked up the phone to call the police. My wife and I loved this restaurant so much, but will never return. Absolutely awful customer service.;14/03/2021 19:02
wImLFhp0JqMAOOuR4g9nKA;011J54wjfoZy93KOltj4bA;Cd6Dfli4JBpHGgh0LVslpQ;4;3;0;0;"It's been quite awhile since we've been here, but since we were driving by decided to have some lunch.
We ordered the Bibimbop, Chopchae and Doenjang Jigae soup.  Everything tasted real good, and the servings were just the right portion for lunch.
Enjoy the food if you stop by!";02/06/2020 16:48
CkCOqJ4RwygwB9Lz-4fmyw;BjQ4wNDKJFPy6Fp3iSb4ww;MAOKiIWa32RZ9oQrvhyYog;5;0;0;0;My family and I visited Burrito Social this week and it was fabulous. The food is out of this world. The team at Burrito Social was so gracious with all of us. We live in the area and felt like we were on vacation. The servings were huge and the flavor was off of the charts. Our group had the Volcan Carne Asada tacos, chicken bowls, steak bowls, fried avocado, kids chicken tenders and epic salsa and chips! Give them a try! I'm already planning on going back.;21/05/2021 03:05
1xelRbNI7zsyY3O0o_uLUA;1IEViNYE24KJjISSrsLpUQ;wQ9qT09OlsoMXEtGHqX0vA;4;0;0;0;"This a Kirkwood classic, a very lively place. You usually have to wait in line for a while, but it's worth it. However, it looks like it is still struggling going back to ""normal"" post Covid. There were tables available outside and still we had to wait about 25 min to be seated because, according to an employee, they don't have all the team in the kitchen and need to slow down the flow. The greeters did not offer a sit at the bar, nor a drink. We had to find our own way around the restaurant which was not a great experience given that we had guests from out of town and it was kind of chaotic. Having said this, once we got a table, our waiter was great and the food was generous and delicious! The Moscow Mule was ok, but not great. I'll try something else next time!";01/07/2021 22:35
WbLRl1v00LgVvkld80Wi-g;Ix8If5BiasW4egULRkeOig;LovDfE6MeGS7CJ8VamQ6HQ;4;1;0;1;"This is our go to spot every time we are in Reno. This time we ordered
The shrimp and scallop pan roast and calamari. 

The Pan roast is always delicious - tomato, cream, a little sweet with bits of onion. This time the shrimp and scallops seemed a little smaller. It was still good. 

When we got served the fried calamari, I thought they were mozerella sticks. I was expecting rings and tentacles. But the calamari we got was very tender, thick, hardy, tasty and filling. 

I was stuffed just with the pan roast and the calamari.";18/06/2021 18:27
KgUmBU3UvusMxtM4CZ3F6g;P9VcQ2CnhJlpEaWO2Yd06w;8xuhKP08513N2W32JOMW4Q;4;1;0;2;Love this place! Always packed. Wait times are usually on the higher side. The food is incredible. Shawn was our server. He was great! Quick, Fast and friendly.  We come here pretty often. Always trying new cheesecakes. Only disappointing thing was, I got a cheesecake to go and it was the wrong one. Still tasted good, but I would have loved to had the one I ordered.;29/08/2017 15:35
OAaGauYFruEeAYqZ5KlSXw;irrtlmaAzo1S2pzfkFrb7Q;3NmMVlz6sFsBJsVaPtm12A;1;1;5;0;"I can't understand the high ratings honestly.
I should have left but it wasn't until I sat down and really got to thinking of my surroundings. So the place is very clean smelling. But it's that bleach / febreeze covering the whole place smell, to the point I had a headache. You can tell the tables are wiped down with the same rag every single day. Then as I looked around, the place is nasty. I mean dirt and crud all over. I can't stand to eat in an environment like that. I have actually been eating at a variety of places trying to find my favorIte cheeseburger. So this food is ok, like maybe a 3 out of 5. The fries just have a seasoning on them and are cooked well. 
Here's my thoughts: Food 3, Service 4, Cleanliness 1
Honestly I'll never go again so I feel it really deserves a 1 and am very surprised by the reviews";17/12/2019 19:55
1hSB4xIpshW54MMbFKZvyg;SEWLboeScUIRiJqDGDlE3w;ctHjyadbDQAtUFfkcAFEHw;5;0;0;0;Amazing food and the nice staff wish it was not so hard to get in!  Can't wait to get back there!!!;03/07/2021 13:27
AR1CC6uqjCTCjzcTgF7Njg;gZOBj0GlIEZ4_qpn0kQTkg;TRo4MkPEtdZAkM1G6C_i1w;4;0;0;0;I ordered through door dash and I was not disappointed. I got the nachos and veggie taco. Both were delicious, but the nachos were amazing. Full loaded and still crispy, which I was not expecting considering I got it delivered. Will definitely eat here again.;03/07/2021 19:09
